name,sector_label,side,institution,institution_source,safety_tenure,leads_work,works_total,papers,posts,strong_works,confidence,citations,post_score,af_posts,tier,first_year,last_year,cluster_name,topics,sources,openalex_id,lw_slug,top_1,top_1_url,top_2,top_2_url,top_3,top_3_url,recent_1,recent_1_url
Jemal Young,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,35,0,2-3 works,2023,2025,"Existential, Timelines, Superintelligence",AI risk; Automated alignment research; AI governance,lesswrong,,jemal-young,“Unintentional AI safety research”: Why not systematically mine AI technical research for safety purposes?,https://www.lesswrong.com/posts/GBNayXzcboJumL2Dx/unintentional-ai-safety-research-why-not-systematically-mine,Safe Search is off: root causes of AI catastrophic risks,https://www.lesswrong.com/posts/onMQfyAvGu8kqWvkA/safe-search-is-off-root-causes-of-ai-catastrophic-risks,Can efficiency-adjustable reporting thresholds close a loophole in Biden’s executive order on AI?,https://www.lesswrong.com/posts/SoEbZKhoaXHfaGD48/can-efficiency-adjustable-reporting-thresholds-close-a,Safe Search is off: root causes of AI catastrophic risks,https://www.lesswrong.com/posts/onMQfyAvGu8kqWvkA/safe-search-is-off-root-causes-of-ai-catastrophic-risks
ThomasCederborg,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,42,1,2-3 works,2024,2025,"Existential, Timelines, Superintelligence",AI risk; Corrigibility,lesswrong,,thomascederborg,A necessary Membrane formalism feature,https://www.lesswrong.com/posts/GJbejYAWutHFbPdpT/a-necessary-membrane-formalism-feature,A problem shared by many different alignment targets,https://www.lesswrong.com/posts/CJ7LsRpPjH7iAZxcB/a-problem-shared-by-many-different-alignment-targets,Corrigibility could make things worse,https://www.lesswrong.com/posts/vwRwbxBcqncsFCRcz/corrigibility-could-make-things-worse,A problem shared by many different alignment targets,https://www.lesswrong.com/posts/CJ7LsRpPjH7iAZxcB/a-problem-shared-by-many-different-alignment-targets
Chris Scammell,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,468,3,2-3 works,2022,2024,"Existential, Timelines, Superintelligence",AI risk,lesswrong,,chris-scammell,"The Compendium, A full argument about extinction risk from AGI",https://www.lesswrong.com/posts/prm7jJMZzToZ4QxoK/the-compendium-a-full-argument-about-extinction-risk-from,Conjecture: a retrospective after 8 months of work,https://www.lesswrong.com/posts/bXTNKjsD4y3fabhwR/conjecture-a-retrospective-after-8-months-of-work-1,Conjecture Second Hiring Round,https://www.lesswrong.com/posts/jtK7FpsqpboAfr7Td/conjecture-second-hiring-round,"The Compendium, A full argument about extinction risk from AGI",https://www.lesswrong.com/posts/prm7jJMZzToZ4QxoK/the-compendium-a-full-argument-about-extinction-risk-from
joanv,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,161,0,2-3 works,2024,2026,"Existential, Timelines, Superintelligence",Evaluations; AI risk; AI control; AI safety; Debate & oversight,lesswrong,,joanv,Research update: RL on Debate Games shows Proposal Accuracy uplift alongside Judge Hacking,https://www.lesswrong.com/posts/6mLwAuFAE98c6R7w3/research-update-rl-on-debate-games-shows-proposal-accuracy,[Paper] When can we trust untrusted monitoring? A safety case sketch across collusion strategies,https://www.lesswrong.com/posts/LA7R8FTCLoiswiTyK/paper-when-can-we-trust-untrusted-monitoring-a-safety-case,[Paper] Hidden in Plain Text: Emergence and Mitigation of Steganographic Collusion in LLMs,https://www.lesswrong.com/posts/W8xRqKBtDvBbrfZ3T/paper-hidden-in-plain-text-emergence-and-mitigation-of,Research update: RL on Debate Games shows Proposal Accuracy uplift alongside Judge Hacking,https://www.lesswrong.com/posts/6mLwAuFAE98c6R7w3/research-update-rl-on-debate-games-shows-proposal-accuracy
p4rziv4l,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,-37,0,2-3 works,2024,2024,"Existential, Timelines, Superintelligence",AI risk; Forecasting & timelines; Takeoff dynamics,lesswrong,,p4rziv4l,Intelligence explosion: a rational assessment.,https://www.lesswrong.com/posts/7XMJPbZfc2qs6LQaH/intelligence-explosion-a-rational-assessment,Are there more than 12 paths to Superintelligence?,https://www.lesswrong.com/posts/3DCYRY7jsb5S5etks/are-there-more-than-12-paths-to-superintelligence,Is an AI religion justified?,https://www.lesswrong.com/posts/MLT52iGudgkKBdg4S/is-an-ai-religion-justified,Are there more than 12 paths to Superintelligence?,https://www.lesswrong.com/posts/3DCYRY7jsb5S5etks/are-there-more-than-12-paths-to-superintelligence
JustisMills,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,131,0,2-3 works,2022,2024,"Existential, Timelines, Superintelligence",AI risk; Forecasting & timelines,lesswrong,,justismills,LLMs seem (relatively) safe,https://www.lesswrong.com/posts/ZxAWeiT8qNYppPbYA/llms-seem-relatively-safe,The Data Wall is Important,https://www.lesswrong.com/posts/axjb7tN9X2Mx4HzPz/the-data-wall-is-important,Alignment Risk Doesn't Require Superintelligence,https://www.lesswrong.com/posts/EPEvBANNYN9rxRQFB/alignment-risk-doesn-t-require-superintelligence,The Data Wall is Important,https://www.lesswrong.com/posts/axjb7tN9X2Mx4HzPz/the-data-wall-is-important
Zershaaneh Qureshi,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,122,0,2-3 works,2024,2024,"Existential, Timelines, Superintelligence",AI risk; Forecasting & timelines; AI governance,lesswrong,,zershaaneh-qureshi,Now THIS is forecasting: understanding Epoch’s Direct Approach,https://www.lesswrong.com/posts/hqDfsYTftQGr4eM4H/now-this-is-forecasting-understanding-epoch-s-direct,Thousands of malicious actors on the future of AI misuse,https://www.lesswrong.com/posts/xbZ3BSAAjGCayGmyo/thousands-of-malicious-actors-on-the-future-of-ai-misuse,Timelines to Transformative AI: an investigation,https://www.lesswrong.com/posts/ddj5HtnCHHMQGiQEM/timelines-to-transformative-ai-an-investigation,Now THIS is forecasting: understanding Epoch’s Direct Approach,https://www.lesswrong.com/posts/hqDfsYTftQGr4eM4H/now-this-is-forecasting-understanding-epoch-s-direct
Violet Hour,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,61,0,2-3 works,2023,2025,"Existential, Timelines, Superintelligence",AI risk; Deception & scheming; AI governance,lesswrong,,violet-hour,Two Tales of AI Takeover: My Doubts,https://www.lesswrong.com/posts/GbpH2kFLy5axXpzPn/two-tales-of-ai-takeover-my-doubts-1,"Alignment, Goals, and The Gut-Head Gap: A Review of Ngo. et al.",https://www.lesswrong.com/posts/9fjSi2KzyzXAQxuza/alignment-goals-and-the-gut-head-gap-a-review-of-ngo-et-al,Where Would Good Forecasts Most Help AI Governance Efforts?,https://www.lesswrong.com/posts/J6rgqYjj7Cm89Xu2w/where-would-good-forecasts-most-help-ai-governance-efforts-1,Where Would Good Forecasts Most Help AI Governance Efforts?,https://www.lesswrong.com/posts/J6rgqYjj7Cm89Xu2w/where-would-good-forecasts-most-help-ai-governance-efforts-1
Neil ,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,22,0,2-3 works,2023,2024,"Existential, Timelines, Superintelligence",AI risk; Communication,lesswrong,,neil-warren,Detachment vs attachment [AI risk and mental health],https://www.lesswrong.com/posts/6xrJxWbJZPSzTZrby/detachment-vs-attachment-ai-risk-and-mental-health,AI as a natural disaster,https://www.lesswrong.com/posts/hsLRGwLnmkpHhvMuf/ai-as-a-natural-disaster-Edta,Superintelligence will outsmart us or it isn't superintelligence,https://www.lesswrong.com/posts/5djEZ35r8wFbdefwC/superintelligence-will-outsmart-us-or-it-isn-t,Detachment vs attachment [AI risk and mental health],https://www.lesswrong.com/posts/6xrJxWbJZPSzTZrby/detachment-vs-attachment-ai-risk-and-mental-health
Kabir Kumar,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,108,0,2-3 works,2024,2025,"Existential, Timelines, Superintelligence",AI governance; Agent foundations; Field-building,lesswrong,,kabir-kumar,Directly Try Solving Alignment for 5 weeks,https://www.lesswrong.com/posts/abd9ufFpLrn5kvnLn/directly-try-solving-alignment-for-5-weeks,AI & Liability Ideathon,https://www.lesswrong.com/posts/yE9szuqYgm5YRbdbi/ai-and-liability-ideathon,Making progress bars for Alignment,https://www.lesswrong.com/posts/ntnkvF3AmKq89mWKw/making-progress-bars-for-alignment,Directly Try Solving Alignment for 5 weeks,https://www.lesswrong.com/posts/abd9ufFpLrn5kvnLn/directly-try-solving-alignment-for-5-weeks
Soroush Pour,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,59,1,2-3 works,2023,2023,"Existential, Timelines, Superintelligence",Communication; Existential risk; Evaluations; AI governance; AI risk,lesswrong,,soroush-pour,Scalable And Transferable Black-Box Jailbreaks For Language Models Via Persona Modulation,https://www.lesswrong.com/posts/kaxqjCKJL6RNHwJLD/scalable-and-transferable-black-box-jailbreaks-for-language-2,"Yes, avoiding extinction from AI *is* an urgent priority: a response to Seth Lazar, Jeremy Howard, and Arvind Narayanan.",https://www.lesswrong.com/posts/MSGMeKgPLrnMyPJYy/yes-avoiding-extinction-from-ai-is-an-urgent-priority-a,[Linkpost] The AGI Show podcast,https://www.lesswrong.com/posts/KdEkNx3SgjfciNKPx/linkpost-the-agi-show-podcast,Scalable And Transferable Black-Box Jailbreaks For Language Models Via Persona Modulation,https://www.lesswrong.com/posts/kaxqjCKJL6RNHwJLD/scalable-and-transferable-black-box-jailbreaks-for-language-2
Odd anon,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,77,0,2-3 works,2023,2025,"Existential, Timelines, Superintelligence",AI welfare; AI risk,lesswrong,,odd-anon,Taxonomy of AI-risk counterarguments,https://www.lesswrong.com/posts/BvFJnyqsJzBCybDSD/taxonomy-of-ai-risk-counterarguments,Life of GPT,https://www.lesswrong.com/posts/tQFM9GNsYyAcxwCv4/life-of-gpt,Factory farming intelligent minds,https://www.lesswrong.com/posts/m4ZpDyHQ2sz8FPDuN/factory-farming-intelligent-minds,Factory farming intelligent minds,https://www.lesswrong.com/posts/m4ZpDyHQ2sz8FPDuN/factory-farming-intelligent-minds
DusanDNesic,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,127,2,2-3 works,2023,2024,"Existential, Timelines, Superintelligence",Field-building; AI risk,lesswrong,,dusandnesic,AI Safety Hub Serbia Soft Launch,https://www.lesswrong.com/posts/CmvkoyTq49tFkSGFF/ai-safety-hub-serbia-soft-launch,Apply to the 2024 PIBBSS Summer Research Fellowship,https://www.lesswrong.com/posts/cQDruLEwuPenmmYbb/apply-to-the-2024-pibbss-summer-research-fellowship,Become a PIBBSS Research Affiliate,https://www.lesswrong.com/posts/JvL3SC6tPjFyCiHad/become-a-pibbss-research-affiliate-1,Apply to the 2024 PIBBSS Summer Research Fellowship,https://www.lesswrong.com/posts/cQDruLEwuPenmmYbb/apply-to-the-2024-pibbss-summer-research-fellowship
titotal,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,587,0,2-3 works,2023,2025,"Existential, Timelines, Superintelligence",AI risk; Evaluations; Forecasting & timelines,lesswrong,,titotal,A deep critique of AI 2027’s bad timeline models,https://www.lesswrong.com/posts/PAYfmG2aRbdb74mEp/a-deep-critique-of-ai-2027-s-bad-timeline-models,"""Diamondoid bacteria"" nanobots: deadly threat or dead-end? A nanotech investigation ",https://www.lesswrong.com/posts/bc8Ssx5ys6zqu3eq9/diamondoid-bacteria-nanobots-deadly-threat-or-dead-end-a,"The Leeroy Jenkins principle: How faulty AI could guarantee ""warning shots""",https://www.lesswrong.com/posts/LZQm7osgjh5tBbEfF/the-leeroy-jenkins-principle-how-faulty-ai-could-guarantee,A deep critique of AI 2027’s bad timeline models,https://www.lesswrong.com/posts/PAYfmG2aRbdb74mEp/a-deep-critique-of-ai-2027-s-bad-timeline-models
Lukas Fluri,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,80,0,2-3 works,2023,2026,"Existential, Timelines, Superintelligence",Evaluations; AI risk; Debate & oversight; AI governance; Deception & scheming,lesswrong,,lukas-fluri,"Is the evidence in ""Language Models Learn to Mislead Humans via RLHF"" valid?",https://www.lesswrong.com/posts/EvxTAwPFRufWnWWLB/is-the-evidence-in-language-models-learn-to-mislead-humans,Evaluating Superhuman Models with Consistency Checks,https://www.lesswrong.com/posts/WEjBvskFwBkczqjZZ/evaluating-superhuman-models-with-consistency-checks-1,Zurich AI Safety is hiring a Director,https://www.lesswrong.com/posts/dXQZygs3MpckSQyQt/zurich-ai-safety-is-hiring-a-director,Zurich AI Safety is hiring a Director,https://www.lesswrong.com/posts/dXQZygs3MpckSQyQt/zurich-ai-safety-is-hiring-a-director
Jonathan Claybrough,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,230,1,2-3 works,2023,2024,"Existential, Timelines, Superintelligence",AI risk; AI governance; Containment,lesswrong,,lelapin,The case for training frontier AIs on Sumerian-only corpus,https://www.lesswrong.com/posts/PkqGxkm8XRASJ35bF/the-case-for-training-frontier-ais-on-sumerian-only-corpus-1,News : Biden-⁠Harris Administration Secures Voluntary Commitments from Leading Artificial Intelligence Companies to Manage the Risks Posed by AI ,https://www.lesswrong.com/posts/K49G5XSinhoAknncQ/news-biden-harris-administration-secures-voluntary,An Overview of AI risks - the Flyer,https://www.lesswrong.com/posts/wkwAgt4Dz4Zobt4E3/an-overview-of-ai-risks-the-flyer,The case for training frontier AIs on Sumerian-only corpus,https://www.lesswrong.com/posts/PkqGxkm8XRASJ35bF/the-case-for-training-frontier-ais-on-sumerian-only-corpus-1
Dalcy,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,80,0,2-3 works,2023,2025,"Existential, Timelines, Superintelligence",Agent foundations; AI risk; Decision theory,lesswrong,,dalcy,Money Pump Arguments assume Memoryless Agents. Isn't this Unrealistic?,https://www.lesswrong.com/posts/eGhLDdsA8b4pcAnpg/money-pump-arguments-assume-memoryless-agents-isn-t-this,Towards building blocks of ontologies,https://www.lesswrong.com/posts/MkrEMuqEv3gBzQNDj/towards-building-blocks-of-ontologies,Gearing Up for Long Timelines in a Hard World,https://www.lesswrong.com/posts/f4NrqEKMsnRKdjtpx/gearing-up-for-long-timelines-in-a-hard-world,Towards building blocks of ontologies,https://www.lesswrong.com/posts/MkrEMuqEv3gBzQNDj/towards-building-blocks-of-ontologies
Akira Pyinya,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,19,0,2-3 works,2022,2023,"Existential, Timelines, Superintelligence",Embedded agency; AI risk,lesswrong,,akira-pyinya,ACI#6: A Non-Dualistic ACI Model,https://www.lesswrong.com/posts/FRd6nNj3M33w2CSX5/aci-6-a-non-dualistic-aci-model,Beyond Rewards and Values: A Non-dualistic Approach to Universal Intelligence,https://www.lesswrong.com/posts/NKbF8RvNiQyfWoz8e/beyond-rewards-and-values-a-non-dualistic-approach-to,ACI#4: Seed AI is the new Perpetual Motion Machine,https://www.lesswrong.com/posts/dqi4np5eWZXzkH4yT/aci-4-seed-ai-is-the-new-perpetual-motion-machine,ACI#6: A Non-Dualistic ACI Model,https://www.lesswrong.com/posts/FRd6nNj3M33w2CSX5/aci-6-a-non-dualistic-aci-model
Štěpán Los,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,18,0,2-3 works,2023,2023,"Existential, Timelines, Superintelligence",AI governance; AI risk; Communication; Existential risk; AI welfare,lesswrong,,stepan-los,AI Incident Sharing - Best practices from other fields and a comprehensive list of existing platforms,https://www.lesswrong.com/posts/sAt6zfeatgFiikAkE/ai-incident-sharing-best-practices-from-other-fields-and-a,Biosafety Regulations (BMBL) and their relevance for AI,https://www.lesswrong.com/posts/tTRWgmtPetrxiEtSs/biosafety-regulations-bmbl-and-their-relevance-for-ai,The Limits of Artificial Consciousness: A Biology-Based Critique of Chalmers’ Fading Qualia Argument,https://www.lesswrong.com/posts/9oWfoYhmnPg4fjoFS/the-limits-of-artificial-consciousness-a-biology-based,The Limits of Artificial Consciousness: A Biology-Based Critique of Chalmers’ Fading Qualia Argument,https://www.lesswrong.com/posts/9oWfoYhmnPg4fjoFS/the-limits-of-artificial-consciousness-a-biology-based
mespa,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,140,0,2-3 works,2023,2023,"Existential, Timelines, Superintelligence",AI risk; Existential risk,lesswrong,,mespa,A Friendly Face (Another Failure Story),https://www.lesswrong.com/posts/iRFxvNeLbHNRCzA2S/a-friendly-face-another-failure-story,Agentic Mess (A Failure Story),https://www.lesswrong.com/posts/LyJAFBuuEfd4kxgsw/agentic-mess-a-failure-story,Paths to failure,https://www.lesswrong.com/posts/yv4xAnkEyWvpXNBte/paths-to-failure,A Friendly Face (Another Failure Story),https://www.lesswrong.com/posts/iRFxvNeLbHNRCzA2S/a-friendly-face-another-failure-story
Yi-Yang,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,41,0,2-3 works,2023,2023,"Existential, Timelines, Superintelligence",AI risk; Inner alignment,lesswrong,,yiyang,My preferred framings for reward misspecification and goal misgeneralisation,https://www.lesswrong.com/posts/uxumdiuip7oWCAgaA/my-preferred-framings-for-reward-misspecification-and-goal,"Separating the ""control problem"" from the ""alignment problem""",https://www.lesswrong.com/posts/ykccy6LXfmTjZcp6S/separating-the-control-problem-from-the-alignment-problem,Non-loss of control AGI-related catastrophes are out of control too,https://www.lesswrong.com/posts/rXcfJJef8E5N5iNit/non-loss-of-control-agi-related-catastrophes-are-out-of,Non-loss of control AGI-related catastrophes are out of control too,https://www.lesswrong.com/posts/rXcfJJef8E5N5iNit/non-loss-of-control-agi-related-catastrophes-are-out-of
sudo,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,67,0,2-3 works,2022,2023,"Existential, Timelines, Superintelligence",Automated alignment research; AI risk,lesswrong,,sudo,Research Direction: Be the AGI you want to see in the world,https://www.lesswrong.com/posts/FnfAnsAH6dva3kCHS/research-direction-be-the-agi-you-want-to-see-in-the-world,Proposed Alignment Technique: OSNR (Output Sanitization via Noising and Reconstruction) for Safer Usage of Potentially Misaligned AGI,https://www.lesswrong.com/posts/xtHskkvvExNXnqEvi/proposed-alignment-technique-osnr-output-sanitization-via,Would you ask a genie to give you the solution to alignment?,https://www.lesswrong.com/posts/j52CKpsDJMgCrPDW5/would-you-ask-a-genie-to-give-you-the-solution-to-alignment,Proposed Alignment Technique: OSNR (Output Sanitization via Noising and Reconstruction) for Safer Usage of Potentially Misaligned AGI,https://www.lesswrong.com/posts/xtHskkvvExNXnqEvi/proposed-alignment-technique-osnr-output-sanitization-via
chaosmage,No affiliation on indexed works,other,,,mid,0,3,0,3,3,high,0,55,0,2-3 works,2019,2023,"Existential, Timelines, Superintelligence",AI risk; Deception & scheming; Inner alignment,lesswrong,,chaosmage,"Why ""AI alignment"" would better be renamed into ""Artificial Intention research""",https://www.lesswrong.com/posts/MksJyLgJ8JQFexiWi/why-ai-alignment-would-better-be-renamed-into-artificial,Functional silence: communication that minimizes change of receiver's beliefs,https://www.lesswrong.com/posts/g4M3oGGTE8JS6RmTE/functional-silence-communication-that-minimizes-change-of,Let's build a fire alarm for AGI,https://www.lesswrong.com/posts/bRmq5qyfJBCibQnrD/let-s-build-a-fire-alarm-for-agi,"Why ""AI alignment"" would better be renamed into ""Artificial Intention research""",https://www.lesswrong.com/posts/MksJyLgJ8JQFexiWi/why-ai-alignment-would-better-be-renamed-into-artificial
JonathanErhardt,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,66,0,2-3 works,2022,2026,"Existential, Timelines, Superintelligence",AI risk; Evaluations,lesswrong,,jonathanerhardt,LLMs Views on Philosophy 2026,https://www.lesswrong.com/posts/ytxJjw9TLDuEa5CLj/llms-views-on-philosophy-2026,A Game About AI Alignment (& Meta-Ethics): What Are the Must Haves?,https://www.lesswrong.com/posts/Hk2Bp4DcdResByqm8/a-game-about-ai-alignment-and-meta-ethics-what-are-the-must,Formulating the AI Doom Argument for Analytic Philosophers,https://www.lesswrong.com/posts/TC7GhGaKFqTtQH9Aq/formulating-the-ai-doom-argument-for-analytic-philosophers,LLMs Views on Philosophy 2026,https://www.lesswrong.com/posts/ytxJjw9TLDuEa5CLj/llms-views-on-philosophy-2026
Dawn Drescher,No affiliation on indexed works,other,,,mid,0,3,0,3,3,high,0,121,0,2-3 works,2020,2023,"Existential, Timelines, Superintelligence",AI risk; Forecasting & timelines; Decision theory,lesswrong,,dawn-drescher,Why are we so complacent about AI hell?,https://www.lesswrong.com/posts/5Jmhdun9crJGAJGyy/why-are-we-so-complacent-about-ai-hell,How might cryptocurrencies affect AGI timelines?,https://www.lesswrong.com/posts/NQweRxjPTyLZNQWKB/how-might-cryptocurrencies-affect-agi-timelines,Self-Similarity Experiment,https://www.lesswrong.com/posts/YNFtQx3nCcRPCPRZX/self-similarity-experiment,Why are we so complacent about AI hell?,https://www.lesswrong.com/posts/5Jmhdun9crJGAJGyy/why-are-we-so-complacent-about-ai-hell
Jacob G-W,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,28,0,2-3 works,2023,2024,"Existential, Timelines, Superintelligence",AI risk; Decision theory; Agency & goals,lesswrong,,jacob-g-w,Taking into account preferences of past selves,https://www.lesswrong.com/posts/jW8PKh29xZ8Atpsrt/taking-into-account-preferences-of-past-selves,Concrete examples of doing agentic things?,https://www.lesswrong.com/posts/umJmRfcJndY3Gsr36/concrete-examples-of-doing-agentic-things,OpenAI: Our approach to AI safety,https://www.lesswrong.com/posts/ceiR9bbupYiyBq4hM/openai-our-approach-to-ai-safety,Taking into account preferences of past selves,https://www.lesswrong.com/posts/jW8PKh29xZ8Atpsrt/taking-into-account-preferences-of-past-selves
qbolec,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,61,0,2-3 works,2023,2023,"Existential, Timelines, Superintelligence",AI risk; AI governance; Containment,lesswrong,,qbolec,What does it take to ban a thing?,https://www.lesswrong.com/posts/cvpSNy32rgNdqqQ9r/what-does-it-take-to-ban-a-thing,ChatGPT getting out of the box,https://www.lesswrong.com/posts/Jxp9H94trFkoene2k/chatgpt-getting-out-of-the-box,How Politics interacts with AI ?,https://www.lesswrong.com/posts/xaQgu9XCJnKbP8iQN/how-politics-interacts-with-ai,What does it take to ban a thing?,https://www.lesswrong.com/posts/cvpSNy32rgNdqqQ9r/what-does-it-take-to-ban-a-thing
Max TK,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,49,0,2-3 works,2023,2023,"Existential, Timelines, Superintelligence",Existential risk; AI risk,lesswrong,,max-tk,Memetic Judo #1: On Doomsday Prophets v.3,https://www.lesswrong.com/posts/G3TjhYN8ZvFs5jASW/memetic-judo-1-on-doomsday-prophets-v-3,Memetic Judo #2: Incorporal Switches and Levers Compendium,https://www.lesswrong.com/posts/aj6nEfZ4joHTmftpa/memetic-judo-2-incorporal-switches-and-levers-compendium,(retired article) AGI With Internet Access: Why we won't stuff the genie back in its bottle.,https://www.lesswrong.com/posts/hLWi6DQzBCChpHQrG/retired-article-agi-with-internet-access-why-we-won-t-stuff,Memetic Judo #1: On Doomsday Prophets v.3,https://www.lesswrong.com/posts/G3TjhYN8ZvFs5jASW/memetic-judo-1-on-doomsday-prophets-v-3
Julian Bradshaw,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,269,0,2-3 works,2023,2025,"Existential, Timelines, Superintelligence",AI governance; AI risk; Communication,lesswrong,,julian-bradshaw,An AI risk argument that resonates with NYTimes readers,https://www.lesswrong.com/posts/FzhedhEFAcKJZkgJS/an-ai-risk-argument-that-resonates-with-nytimes-readers,Altman blog on post-AGI world,https://www.lesswrong.com/posts/X9dy7LLaBbLcq8jky/altman-blog-on-post-agi-world,"WaPo: ""Big Tech was moving cautiously on AI. Then came ChatGPT.""",https://www.lesswrong.com/posts/ab8wAd6FJvWAexYug/wapo-big-tech-was-moving-cautiously-on-ai-then-came-chatgpt,Altman blog on post-AGI world,https://www.lesswrong.com/posts/X9dy7LLaBbLcq8jky/altman-blog-on-post-agi-world
remember,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,280,2,2-3 works,2023,2023,"Existential, Timelines, Superintelligence",AI risk,lesswrong,,remember,Full Transcript: Eliezer Yudkowsky on the Bankless podcast,https://www.lesswrong.com/posts/Aq82XqYhgqdPdPrBA/full-transcript-eliezer-yudkowsky-on-the-bankless-podcast,Don't accelerate problems you're trying to solve,https://www.lesswrong.com/posts/4Pi3WhFb4jPphBzme/don-t-accelerate-problems-you-re-trying-to-solve,Podcast Transcript: Daniela and Dario Amodei on Anthropic,https://www.lesswrong.com/posts/vLp5wvSzZXWzEEZJh/podcast-transcript-daniela-and-dario-amodei-on-anthropic,Podcast Transcript: Daniela and Dario Amodei on Anthropic,https://www.lesswrong.com/posts/vLp5wvSzZXWzEEZJh/podcast-transcript-daniela-and-dario-amodei-on-anthropic
arisAlexis,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,26,0,2-3 works,2023,2026,"Existential, Timelines, Superintelligence",AI risk; Existential risk; AI control; AI governance,lesswrong,,arisalexis,The third option in alignment,https://www.lesswrong.com/posts/Y5vbxjpyzdBtDosy3/the-third-option-in-alignment,Why kill everyone?,https://www.lesswrong.com/posts/fD5kx8tFdnZEj8sq2/why-kill-everyone,The burden of knowing,https://www.lesswrong.com/posts/6GdeWixgAuxfuSWf6/the-burden-of-knowing,The third option in alignment,https://www.lesswrong.com/posts/Y5vbxjpyzdBtDosy3/the-third-option-in-alignment
Yuli_Ban,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,42,0,2-3 works,2023,2026,"Existential, Timelines, Superintelligence",AI risk; AI governance; Takeoff dynamics,lesswrong,,yuli_ban,Pink Shoggoths: What does alignment look like in practice?,https://www.lesswrong.com/posts/9y5RpyyFJX4GaqPLC/pink-shoggoths-what-does-alignment-look-like-in-practice,"Artifical Expert/Expanded Narrow Intelligence, and Proto-AGI",https://www.lesswrong.com/posts/CnTkMh5JoFByuzCxS/artifical-expert-expanded-narrow-intelligence-and-proto-agi,After Overmorrow: Scattered Musings on the Immediate Post-AGI World,https://www.lesswrong.com/posts/EFe6n8kxctsHPEv83/after-overmorrow-scattered-musings-on-the-immediate-post-agi,"Artifical Expert/Expanded Narrow Intelligence, and Proto-AGI",https://www.lesswrong.com/posts/CnTkMh5JoFByuzCxS/artifical-expert-expanded-narrow-intelligence-and-proto-agi
mwatkins,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,172,0,2-3 works,2023,2023,"Existential, Timelines, Superintelligence",AI risk; Evaluations,lesswrong,,mwatkins,"The ""spelling miracle"": GPT-3 spelling abilities and glitch tokens revisited",https://www.lesswrong.com/posts/5sNLX2yY5FzkCp7Ju/the-spelling-miracle-gpt-3-spelling-abilities-and-glitch,AI Safety Info Distillation Fellowship,https://www.lesswrong.com/posts/arkQaWauCvkTvgcRH/ai-safety-info-distillation-fellowship,All AGI Safety questions welcome (especially basic ones) [~monthly thread],https://www.lesswrong.com/posts/SkjTDA98qo83vE6nc/all-agi-safety-questions-welcome-especially-basic-ones-1,"The ""spelling miracle"": GPT-3 spelling abilities and glitch tokens revisited",https://www.lesswrong.com/posts/5sNLX2yY5FzkCp7Ju/the-spelling-miracle-gpt-3-spelling-abilities-and-glitch
